-48.55030, -75.15697, 20.00000  ,  0.00000, -0.00000, -1.00000, Curve, 1, 
-45.48034, -71.51073, 20.00000  ,  0.00000, -0.00000, -1.00000
-42.31067, -66.86571, 20.00000  ,  0.00000, -0.00000, -1.00000
-39.13602, -61.96288, 20.00000  ,  0.00000, -0.00000, -1.00000
-36.53480, -58.18737, 20.00000  ,  0.00000, -0.00000, -1.00000
-34.05309, -55.19199, 20.00000  ,  0.00000, -0.00000, -1.00000
-32.22359, -53.67186, 20.00000  ,  0.00000, -0.00000, -1.00000
-30.52978, -53.11752, 20.00000  ,  0.00000, -0.00000, -1.00000
-29.35316, -53.46766, 20.00000  ,  0.00000, -0.00000, -1.00000
-28.26975, -54.49606, 20.00000  ,  0.00000, -0.00000, -1.00000
-27.26756, -56.11722, 20.00000  ,  0.00000, -0.00000, -1.00000
-26.33403, -58.24118, 20.00000  ,  0.00000, -0.00000, -1.00000
-24.80491, -62.97892, 20.00000  ,  0.00000, -0.00000, -1.00000
-23.38251, -68.51608, 20.00000  ,  0.00000, -0.00000, -1.00000
-21.99625, -74.34725, 20.00000  ,  0.00000, -0.00000, -1.00000
-20.39199, -80.62947, 20.00000  ,  0.00000, -0.00000, -1.00000
-18.64361, -85.92455, 20.00000  ,  0.00000, -0.00000, -1.00000
-17.68397, -87.97704, 20.00000  ,  0.00000, -0.00000, -1.00000
-16.65060, -89.51288, 20.00000  ,  0.00000, -0.00000, -1.00000
-15.53096, -90.44213, 20.00000  ,  0.00000, -0.00000, -1.00000
-14.31246, -90.67485, 20.00000  ,  0.00000, -0.00000, -1.00000
-12.98262, -90.12121, 20.00000  ,  0.00000, -0.00000, -1.00000
-11.56893, -88.77058, 20.00000  ,  0.00000, -0.00000, -1.00000
-10.20686, -86.82625, 20.00000  ,  0.00000, -0.00000, -1.00000
-9.04996, -84.52721, 20.00000  ,  0.00000, -0.00000, -1.00000
-8.09098, -81.32208, 20.00000  ,  0.00000, -0.00000, -1.00000
-7.97698, -78.29401, 20.00000  ,  0.00000, -0.00000, -1.00000
-8.58889, -75.44276, 20.00000  ,  0.00000, -0.00000, -1.00000
-10.51640, -71.39001, 20.00000  ,  0.00000, -0.00000, -1.00000
-13.17347, -67.45894, 20.00000  ,  0.00000, -0.00000, -1.00000
-16.01787, -63.48389, 20.00000  ,  0.00000, -0.00000, -1.00000
-18.50733, -59.29916, 20.00000  ,  0.00000, -0.00000, -1.00000
-20.09961, -54.73907, 20.00000  ,  0.00000, -0.00000, -1.00000
